ORG_INFORMATION_ID,ORG_INFORMATION_CONTEXT,ORGANIZATION_ID,ORG_INFORMATION1,ORG_INFORMATION10,ORG_INFORMATION11,ORG_INFORMATION12,ORG_INFORMATION13,ORG_INFORMATION14,ORG_INFORMATION15,ORG_INFORMATION16,ORG_INFORMATION17,ORG_INFORMATION18,ORG_INFORMATION19,ORG_INFORMATION2,ORG_INFORMATION20,ORG_INFORMATION3,ORG_INFORMATION4,ORG_INFORMATION5,ORG_INFORMATION6,ORG_INFORMATION7,ORG_INFORMATION8,ORG_INFORMATION9,REQUEST_ID,PROGRAM_APPLICATION_ID,PROGRAM_ID,PROGRAM_UPDATE_DATE,ATTRIBUTE_CATEGORY,ATTRIBUTE1,ATTRIBUTE2,ATTRIBUTE3,ATTRIBUTE4,ATTRIBUTE5,ATTRIBUTE6,ATTRIBUTE7,ATTRIBUTE8,ATTRIBUTE9,ATTRIBUTE10,ATTRIBUTE11,ATTRIBUTE12,ATTRIBUTE13,ATTRIBUTE14,ATTRIBUTE15,ATTRIBUTE16,ATTRIBUTE17,ATTRIBUTE18,ATTRIBUTE19,ATTRIBUTE20,LAST_UPDATE_DATE,LAST_UPDATED_BY,LAST_UPDATE_LOGIN,CREATED_BY,CREATION_DATE,OBJECT_VERSION_NUMBER,PARTY_ID
73106,CLASS,6222,PA_EXPENDITURE_ORG,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-03-30 10:50:17,1007262,3134402,1007262,2005-03-30 10:50:17,1,
73107,CLASS,6222,PA_INVOICE_ORG,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-03-30 10:50:33,1007262,3134402,1007262,2005-03-30 10:50:33,1,
73108,CLASS,6222,PJM,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-03-30 10:50:45,1007262,3134402,1007262,2005-03-30 10:50:45,1,
73109,CLASS,6222,PA_PROJECT_ORG,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-03-30 10:50:56,1007262,3134402,1007262,2005-03-30 10:50:56,1,
73110,CLASS,6222,WIP,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-03-30 10:51:06,1007262,3134402,1007262,2005-03-30 10:51:06,1,
73111,Accounting Information,6222,568,,,,,,,,,,,4698,,4698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-08-11 20:56:42,-1,-1,1007262,2005-03-30 10:51:51,2,301337
89105,Budget Value Defaults,2254,HEAD,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-05-10 07:38:12,1001877,3214260,1001877,2005-05-10 07:38:12,1,
89106,Budget Value Defaults,1448,HEAD,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-05-10 07:38:40,1001877,3214260,1001877,2005-05-10 07:38:40,1,
90102,CLASS,3562,HR_LEGAL_EMPLOYER,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-05-12 04:33:13,1009591,3221202,1009591,2005-05-12 04:33:13,1,
90103,PL_ER_BASIC_INFO,3562,1990/01/01 00:00:00,,,,,,,,,,,,,Vision Polska,Vision Polska,930724005,93685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-05-12 04:35:02,1009591,3221202,1009591,2005-05-12 04:35:02,1,
90104,PL_OTHER_ER_INFO,3562,1990/01/01 00:00:00,,,,,,,,,,,,,DEMOS,LEASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-05-12 04:40:20,1009591,3221202,1009591,2005-05-12 04:40:20,1,
90105,PL_PLATNIK_INFO,3562,1990/01/01 00:00:00,,,,,,,,,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-05-12 04:40:49,1009591,3221202,1009591,2005-05-12 04:40:49,1,
90106,PL_REGISTER_OFFICE_INFO,3562,1990/01/01 00:00:00,,,,,,,,,,,,,Mazowieckie Provincial Court Register,Warsaw District,1990/01/01 00:00:00,930724005/93685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-05-12 04:41:51,1009591,3221202,1009591,2005-05-12 04:41:51,1,
90107,CLASS,6462,PL_SII,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-05-12 05:12:04,1009591,3221202,1009591,2005-05-12 05:12:04,1,
90108,PL_SII_INFO,3562,1990/01/01 00:00:00,,,,,,,,,,,,,930156278368138,6462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-05-12 05:15:38,1009591,3221202,1009591,2005-05-12 05:15:38,1,
1402,CLASS,863,HR_ORG,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,1942,1999-02-01 12:46:52,1,
1403,CLASS,864,HR_ORG,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,1942,1999-02-01 12:47:40,1,
1404,CLASS,864,INV,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,1942,1999-02-01 12:47:58,1,
1405,Accounting Information,864,1,,,,,,,,,,,839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-08-11 20:56:39,-1,-1,1942,1999-02-01 12:48:25,2,301236
1406,CLASS,865,HR_ORG,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,1942,1999-02-01 12:48:50,1,
1407,CLASS,866,HR_ORG,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,1942,1999-02-01 12:49:22,1,
1408,CLASS,867,HR_ORG,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,1942,1999-02-01 12:49:58,1,
1409,CLASS,868,HR_ORG,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,1942,1999-02-01 12:50:30,1,
1410,CLASS,869,HR_ORG,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,1942,1999-02-01 12:51:07,1,
1411,CLASS,870,HR_ORG,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,1942,1999-02-01 12:51:36,1,
1412,CLASS,871,HR_ORG,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,1942,1999-02-01 12:52:15,1,
1413,CLASS,872,HR_ORG,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,1942,1999-02-01 13:04:36,1,
1417,CLASS,887,HR_BG,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,2048,1999-07-23 09:49:25,1,
1418,Business Group Information,887,Vision Sweden,SEK,,,,0,52885,A,,,,A,,A,52884,52886,50562,50568,50563,SE,,,,,,,,,,,,,,,,,,,,,,,,,,2005-05-19 07:33:18,-1,-1,2048,1999-07-23 09:50:15,5,
1419,CLASS,887,HR_LEGAL,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,2048,1999-07-23 10:06:07,1,
1420,Legal Entity Accounting,887,122,,,,,,,,,,,SE72839450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,2048,1999-07-23 10:06:36,1,
1421,CLASS,887,OPERATING_UNIT,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,2048,1999-07-23 10:07:07,1,
1422,Operating Unit Information,887,,,,,,,,,,,,887,,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-08-18 11:07:34,1318,4078856,2048,1999-07-23 10:07:15,3,301194
1423,CLASS,887,INV,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,2048,1999-07-23 10:07:32,1,
1424,Accounting Information,887,122,,,,,,,,,,,887,,887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,2048,1999-07-23 10:07:45,1,
1425,Employer Identification,887,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,2048,1999-07-23 10:10:30,1,
1426,CLASS,888,HR_BG,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,2044,1999-07-23 10:18:03,1,
1427,Business Group Information,888,Vision FR,EUR,,,,0,51242,A,,,,A,,A,50564,50567,50559,50570,50561,FR,,,,,,,,,,,,,,,,,,,,,,,,,,2003-06-25 12:48:32,1384,2198486,2044,1999-07-23 10:20:12,2,
1428,CLASS,888,HR_LEGAL,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,2044,1999-07-23 10:20:44,1,
1429,Legal Entity Accounting,888,124,,,,,,,,,,,FR15840367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,2044,1999-07-23 10:21:31,1,
1430,CLASS,888,HR_ORG,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,2044,1999-07-23 10:22:29,1,
1431,CLASS,626,HR_LEGAL,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,2046,1999-07-23 10:22:35,1,
1432,CLASS,888,INV,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,2044,1999-07-23 10:22:50,1,
1433,Accounting Information,888,124,,,,,,,,,,,888,,888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,2044,1999-07-23 10:23:05,1,
1434,CLASS,888,OPERATING_UNIT,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,2044,1999-07-23 10:23:20,1,
1435,Legal Entity Accounting,626,125,,,,,,,,,,,GB38571097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,2046,1999-07-23 10:23:30,1,
1436,CLASS,626,OPERATING_UNIT,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,2046,1999-07-23 10:23:52,1,
1437,Operating Unit Information,626,,,,,,,,,,,,626,,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-08-18 11:40:21,1318,4078923,2046,1999-07-23 10:24:02,3,301195
1438,CLASS,889,HR_BG,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,2047,1999-07-23 10:25:19,1,
1439,CLASS,889,HR_LEGAL,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,2047,1999-07-23 10:25:52,1,
1440,CLASS,889,OPERATING_UNIT,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,2047,1999-07-23 10:25:59,1,
1441,CLASS,889,INV,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,2047,1999-07-23 10:26:05,1,
1442,CLASS,889,HR_ORG,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,2047,1999-07-23 10:27:46,1,
1443,CLASS,890,HR_ORG,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,2044,1999-07-23 10:28:52,1,
10372,CLASS,5184,HR_ORG,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-02-11 15:11:29,1000354,2506251,1000354,2004-02-11 15:11:29,1,
10373,CLASS,5185,HR_ORG,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-02-11 15:12:07,1000354,2506251,1000354,2004-02-11 15:12:07,1,
10414,CLASS,5206,HR_ORG,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-02-23 07:11:00,1007953,2521444,1007953,2004-02-23 07:11:00,1,
10415,CLASS,5206,PA_EXPENDITURE_ORG,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-02-23 07:11:55,1007953,2521444,1007953,2004-02-23 07:11:55,1,
10416,Exp Organization Defaults,5206,5186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-08-11 19:55:00,-1,-1,1007953,2004-02-23 07:12:17,2,
10417,CLASS,5206,PA_INVOICE_ORG,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-02-23 07:12:29,1007953,2521444,1007953,2004-02-23 07:12:29,1,
10418,CLASS,5206,PA_PROJECT_ORG,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-02-23 07:12:37,1007953,2521444,1007953,2004-02-23 07:12:37,1,
10419,CLASS,5206,PJM,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-02-23 07:12:44,1007953,2521444,1007953,2004-02-23 07:12:44,1,
10420,CLASS,5207,HR_ORG,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-02-23 07:13:40,1007953,2521444,1007953,2004-02-23 07:13:40,1,
10421,CLASS,5207,PA_EXPENDITURE_ORG,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-02-23 07:14:46,1007953,2521444,1007953,2004-02-23 07:14:46,1,
10422,Exp Organization Defaults,5207,5186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-08-11 19:55:00,-1,-1,1007953,2004-02-23 07:15:09,2,
10423,CLASS,5207,PA_INVOICE_ORG,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-02-23 07:15:22,1007953,2521444,1007953,2004-02-23 07:15:22,1,
10424,CLASS,5207,PA_PROJECT_ORG,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-02-23 07:15:30,1007953,2521444,1007953,2004-02-23 07:15:30,1,
10425,CLASS,5207,PJM,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-02-23 07:15:38,1007953,2521444,1007953,2004-02-23 07:15:38,1,
10426,CLASS,5208,HR_ORG,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-02-23 07:17:52,1007953,2521444,1007953,2004-02-23 07:17:52,1,
10427,CLASS,5208,PA_EXPENDITURE_ORG,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-02-23 07:18:41,1007953,2521444,1007953,2004-02-23 07:18:41,1,
10428,Exp Organization Defaults,5208,5186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-08-11 19:55:00,-1,-1,1007953,2004-02-23 07:19:00,2,
10429,CLASS,5208,PA_INVOICE_ORG,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-02-23 07:19:12,1007953,2521444,1007953,2004-02-23 07:19:12,1,
10430,CLASS,5208,PA_PROJECT_ORG,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-02-23 07:19:20,1007953,2521444,1007953,2004-02-23 07:19:20,1,
10431,CLASS,5208,PJM,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-02-23 07:19:28,1007953,2521444,1007953,2004-02-23 07:19:28,1,
10434,CLASS,5226,INV,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-03-15 15:05:31,1001920,2546618,1001920,2004-03-15 15:04:59,3,
10435,Accounting Information,5226,1,,,,,,,,,,,204,,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-08-11 20:56:41,-1,-1,1001920,2004-03-15 15:07:35,4,301303
10277,CLASS,5128,CC,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-01-27 23:10:57,2044,2488376,2044,2004-01-27 23:10:57,1,
10278,Company Cost Center,5128,1004962|11|1004973|N02,,,,,,,,,,,1004962,,11,1004973,N02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-01-27 23:11:27,2044,2488376,2044,2004-01-27 23:11:27,1,
10279,Organization Name Alias,5128,N02-Strasbourg Manufacturing,,,,,,,,,,,1783,,2000/01/01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-01-27 23:12:30,2044,2488376,2044,2004-01-27 23:12:30,1,
10306,CLASS,5149,CC,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-02-11 08:39:50,2330,2506127,2330,2004-02-11 08:39:50,1,
10307,Company Cost Center,5149,1005183|100|1005181|0000,,,,,,,,,,,1005183,,100,1005181,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-02-11 08:39:50,2330,2506127,2330,2004-02-11 08:39:50,1,
10308,CLASS,5149,HR_ORG,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-02-11 08:39:50,2330,2506127,2330,2004-02-11 08:39:50,1,
10309,CLASS,5150,CC,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-02-11 08:39:50,2330,2506127,2330,2004-02-11 08:39:50,1,
10310,Company Cost Center,5150,1005183|100|1005181|1000,,,,,,,,,,,1005183,,100,1005181,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-02-11 08:39:50,2330,2506127,2330,2004-02-11 08:39:50,1,
10311,CLASS,5150,HR_ORG,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-02-11 08:39:50,2330,2506127,2330,2004-02-11 08:39:50,1,
10312,CLASS,5151,CC,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-02-11 08:39:51,2330,2506127,2330,2004-02-11 08:39:51,1,
10313,Company Cost Center,5151,1005183|100|1005181|1100,,,,,,,,,,,1005183,,100,1005181,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-02-11 08:39:51,2330,2506127,2330,2004-02-11 08:39:51,1,
10314,CLASS,5151,HR_ORG,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-02-11 08:39:51,2330,2506127,2330,2004-02-11 08:39:51,1,
10315,CLASS,5152,CC,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-02-11 08:39:51,2330,2506127,2330,2004-02-11 08:39:51,1,
10316,Company Cost Center,5152,1005183|100|1005181|1110,,,,,,,,,,,1005183,,100,1005181,1110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-02-11 08:39:51,2330,2506127,2330,2004-02-11 08:39:51,1,
10317,CLASS,5152,HR_ORG,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-02-11 08:39:51,2330,2506127,2330,2004-02-11 08:39:51,1,
10318,CLASS,5153,CC,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-02-11 08:39:51,2330,2506127,2330,2004-02-11 08:39:51,1,
10319,Company Cost Center,5153,1005183|100|1005181|1130,,,,,,,,,,,1005183,,100,1005181,1130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-02-11 08:39:51,2330,2506127,2330,2004-02-11 08:39:51,1,
10320,CLASS,5153,HR_ORG,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-02-11 08:39:51,2330,2506127,2330,2004-02-11 08:39:51,1,
10321,CLASS,5154,CC,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-02-11 08:39:51,2330,2506127,2330,2004-02-11 08:39:51,1,
10322,Company Cost Center,5154,1005183|100|1005181|1140,,,,,,,,,,,1005183,,100,1005181,1140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-02-11 08:39:51,2330,2506127,2330,2004-02-11 08:39:51,1,
10323,CLASS,5154,HR_ORG,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-02-11 08:39:51,2330,2506127,2330,2004-02-11 08:39:51,1,
10324,CLASS,5155,CC,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-02-11 08:39:51,2330,2506127,2330,2004-02-11 08:39:51,1,
10325,Company Cost Center,5155,1005183|100|1005181|1141,,,,,,,,,,,1005183,,100,1005181,1141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-02-11 08:39:51,2330,2506127,2330,2004-02-11 08:39:51,1,
10326,CLASS,5155,HR_ORG,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-02-11 08:39:51,2330,2506127,2330,2004-02-11 08:39:51,1,
10327,CLASS,5156,CC,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-02-11 08:39:51,2330,2506127,2330,2004-02-11 08:39:51,1,
10328,Company Cost Center,5156,1005183|100|1005181|1142,,,,,,,,,,,1005183,,100,1005181,1142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-02-11 08:39:51,2330,2506127,2330,2004-02-11 08:39:51,1,
10329,CLASS,5156,HR_ORG,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-02-11 08:39:51,2330,2506127,2330,2004-02-11 08:39:51,1,
10330,CLASS,5157,CC,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-02-11 08:39:51,2330,2506127,2330,2004-02-11 08:39:51,1,
10331,Company Cost Center,5157,1005183|100|1005181|1150,,,,,,,,,,,1005183,,100,1005181,1150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-02-11 08:39:51,2330,2506127,2330,2004-02-11 08:39:51,1,
10332,CLASS,5157,HR_ORG,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-02-11 08:39:51,2330,2506127,2330,2004-02-11 08:39:51,1,
10333,CLASS,5158,CC,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-02-11 08:39:51,2330,2506127,2330,2004-02-11 08:39:51,1,
10334,Company Cost Center,5158,1005183|100|1005181|1151,,,,,,,,,,,1005183,,100,1005181,1151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-02-11 08:39:51,2330,2506127,2330,2004-02-11 08:39:51,1,
10335,CLASS,5158,HR_ORG,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-02-11 08:39:51,2330,2506127,2330,2004-02-11 08:39:51,1,
10336,CLASS,5159,CC,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-02-11 08:39:51,2330,2506127,2330,2004-02-11 08:39:51,1,
10337,Company Cost Center,5159,1005183|100|1005181|1160,,,,,,,,,,,1005183,,100,1005181,1160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-02-11 08:39:51,2330,2506127,2330,2004-02-11 08:39:51,1,
10338,CLASS,5159,HR_ORG,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-02-11 08:39:51,2330,2506127,2330,2004-02-11 08:39:51,1,
10339,CLASS,5160,CC,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-02-11 08:39:51,2330,2506127,2330,2004-02-11 08:39:51,1,
43061,SA_PAYSLIP_BALANCES,5461,10500798,,,,,,,,,,,5523334,,Total Pay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-10-11 06:14:57,1008708,2909091,1008708,2004-10-11 06:14:57,1,
43062,SA_PAYSLIP_BALANCES,5461,10512836,,,,,,,,,,,5522179,,Annual Leave Balance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-10-11 06:14:57,1008708,2909091,1008708,2004-10-11 06:14:57,1,
43063,SA_PAYSLIP_BALANCES,5461,10512837,,,,,,,,,,,5522179,,Annual Leave Balance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-10-11 06:14:57,1008708,2909091,1008708,2004-10-11 06:14:57,1,
45037,Work Day Information,2254,09:00,,,,,,,,,,,05:00,,40.000,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-10-26 08:07:34,1004555,2939438,1004555,2004-10-26 08:07:34,1,
43065,Business Group:Payslip Info,5461,BALANCE,,1,,,,,,,,,,,,10500801,5523481,,GOSI Annuities YTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-10-11 06:47:34,1008708,2909091,1008708,2004-10-11 06:47:34,1,
43066,Business Group:Payslip Info,5461,BALANCE,,1,,,,,,,,,,,,10500804,5523340,,Employee GOSI Annuities YTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-10-11 06:50:23,1008708,2909091,1008708,2004-10-11 06:50:23,1,
43067,SA_HR_BG_INFO,5461,3244,,,,,,,,,,,5461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-10-11 07:10:00,1008708,2909091,1008708,2004-10-11 07:10:00,1,
43068,Business Group:Payslip Info,5461,BALANCE,,1,,,,,,,,,,,,10512837,5522179,,Annual Leave Balance,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-10-11 07:11:32,1008708,2909091,1008708,2004-10-11 07:11:32,1,
43069,Business Group:Payslip Info,5461,BALANCE,,1,,,,,,,,,,,,10512836,5522179,,Annual Leave Balance (30),,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-10-11 07:11:32,1008708,2909091,1008708,2004-10-11 07:11:32,1,
43070,Business Group:Payslip Info,5461,BALANCE,,1,,,,,,,,,,,,10500797,5523335,,Net Pay Run,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-10-11 07:12:19,1008708,2909091,1008708,2004-10-11 07:12:19,1,
