ORGANIZATION_ID,LANGUAGE,SOURCE_LANG,NAME,LAST_UPDATE_DATE,LAST_UPDATED_BY,LAST_UPDATE_LOGIN,CREATED_BY,CREATION_DATE
2995,US,US,Investment & Insurance Services,2002-05-23 16:11:59,1001365,1544934,1001365,2002-05-23 16:11:59
2996,US,US,Premium Financial Services,2002-05-23 16:12:36,1001365,1544934,1001365,2002-05-23 16:12:36
2997,US,US,Retail Banking Services,2002-05-23 16:13:13,1001365,1544934,1001365,2002-05-23 16:13:13
2998,US,US,"Technology, Operations and Procurement",2002-05-23 16:14:07,1001365,1544934,1001365,2002-05-23 16:14:07
2999,US,US,Vision University of Australia,2002-07-29 21:25:09,1001365,1723931,1001365,2002-05-23 16:15:49
3000,US,US,Vision Airways (Aerospace) of Australia,2002-07-29 21:26:51,1001365,1723931,1001365,2002-05-23 16:17:33
3001,US,US,Vision City Council of Australia,2002-11-11 13:52:34,1001365,1871740,1001365,2002-05-23 16:18:44
3002,US,US,Faculty of Science,2002-05-23 16:28:35,1001365,1544934,1001365,2002-05-23 16:28:24
3003,US,US,Administration,2002-05-23 16:30:20,1001365,1544934,1001365,2002-05-23 16:29:28
3004,US,US,Department of History,2002-05-23 16:30:47,1001365,1544934,1001365,2002-05-23 16:30:47
3005,US,US,Department of Geography,2002-05-23 16:31:37,1001365,1544934,1001365,2002-05-23 16:31:37
3006,US,US,Faculty of Arts,2002-05-23 16:32:29,1001365,1544934,1001365,2002-05-23 16:32:29
3007,US,US,Department of Chemistry,2002-05-23 16:33:15,1001365,1544934,1001365,2002-05-23 16:33:15
3008,US,US,Department of Physics,2004-07-08 06:34:34,1001365,2688063,1001365,2002-05-23 16:33:49
3009,US,US,Students,2002-05-23 16:34:28,1001365,1544934,1001365,2002-05-23 16:34:28
3010,US,US,University Development,2002-05-23 16:35:33,1001365,1544934,1001365,2002-05-23 16:35:33
3078,US,US,Progress FR,2002-11-12 05:37:39,1004072,1873001,2044,2002-08-09 06:26:52
3012,US,US,Airways Sales & Marketing,2002-05-23 17:34:13,1001365,1544934,1001365,2002-05-23 17:34:13
3013,US,US,Airport Operations,2002-05-23 17:35:08,1001365,1544934,1001365,2002-05-23 17:35:08
3014,US,US,Airports,2002-05-23 17:36:08,1001365,1544934,1001365,2002-05-23 17:36:08
5784,US,US,AD1 - Vision A&D Final Assy Plant 1,2005-05-06 04:49:53,1007262,3209521,1007262,2004-10-28 06:39:24
5964,US,US,PS HE Administrative Services,2005-01-25 07:53:04,2836,3056105,2836,2005-01-25 07:53:04
5965,US,US,PS HE Department of Computer Science,2005-01-25 07:53:56,2836,3056105,2836,2005-01-25 07:53:56
5966,US,US,PS HE Faculties,2005-01-25 07:58:24,2836,3056105,2836,2005-01-25 07:58:24
5967,US,US,PS HE Faculty of Arts,2005-01-25 07:59:04,2836,3056105,2836,2005-01-25 07:59:04
5968,US,US,PS HE Faculty of Engineering,2005-01-25 07:59:33,2836,3056105,2836,2005-01-25 07:59:33
5969,US,US,PS HE Human Resources,2005-01-25 08:00:46,2836,3056105,2836,2005-01-25 08:00:08
5970,US,US,PS HE Occupational Health Unit,2005-01-25 08:01:16,2836,3056105,2836,2005-01-25 08:01:16
5971,US,US,PS HE Personnel,2005-01-25 08:03:13,2836,3056105,2836,2005-01-25 08:03:13
5972,US,US,PS HE Property Services,2005-01-25 08:04:44,2836,3056105,2836,2005-01-25 08:04:44
5973,US,US,PS HE School of English,2005-01-25 08:06:27,2836,3056105,2836,2005-01-25 08:06:27
5974,US,US,PS HE Staff Development Unit,2005-01-25 08:07:26,2836,3056105,2836,2005-01-25 08:07:26
5975,US,US,PS HE University,2005-01-25 08:08:55,2836,3056105,2836,2005-01-25 08:08:55
6181,US,US,Skandia Pension Liv,2005-10-12 10:26:14,1009631,3496089,1009631,2005-03-04 01:30:27
6182,US,US,Oracle Danmark,2005-03-04 01:40:58,1009631,3103573,1009631,2005-03-04 01:40:58
6201,US,US,PD3-Atlanta,2005-06-06 10:45:47,2330,3280475,2936,2005-03-23 09:53:25
6462,US,US,Polish SII Office - Warsaw,2005-05-12 05:11:54,1009591,3221202,1009591,2005-05-12 05:11:54
6463,US,US,Polish Statistics Office - Warsaw,2005-05-12 05:30:41,1009591,3221202,1009591,2005-05-12 05:30:41
6464,US,US,Polish Tax Office - Warsaw,2005-05-12 05:54:21,1009591,3221202,1009591,2005-05-12 05:54:21
6465,US,US,Polish Tax Office - Gdynia,2005-05-12 05:55:21,1009591,3221202,1009591,2005-05-12 05:55:21
6466,US,US,Polish Tax Office - Katowice,2005-05-12 05:55:54,1009591,3221202,1009591,2005-05-12 05:55:54
6467,US,US,Polish Tax Office - Lublin,2005-05-12 05:56:27,1009591,3221202,1009591,2005-05-12 05:56:27
6786,US,US,Vision Corp India,2007-08-16 02:02:19,1010651,4861419,1010651,2005-06-09 11:25:04
6263,US,US,PD1-San Francisco,2005-04-06 19:19:29,2936,3144404,2936,2005-04-06 19:19:29
6422,US,US,00 Placeholder,2005-05-10 05:58:38,1001406,3214151,1001406,2005-05-10 05:58:38
6423,US,US,11000-Central IT,2005-06-09 06:58:56,1001406,3293415,1001406,2005-05-10 06:03:32
6424,US,US,17000-Human Resources,2005-06-09 06:59:29,1001406,3293415,1001406,2005-05-10 06:07:11
6425,US,US,18000-Facilities,2005-06-09 07:03:21,1001406,3293415,1001406,2005-05-10 06:08:32
6426,US,US,73005-Security,2005-06-09 07:07:25,1001406,3293415,1001406,2005-05-10 06:10:29
6427,US,US,73004-Maintenance,2005-06-09 07:07:02,1001406,3293415,1001406,2005-05-10 06:12:07
6428,US,US,73003-Central Office Support,2005-06-09 07:07:44,1001406,3293415,1001406,2005-05-10 06:14:12
6429,US,US,60000-Management Finance,2005-06-09 07:03:51,1001406,3293415,1001406,2005-05-10 06:16:26
6430,US,US,60006-Catering,2005-06-09 07:06:14,1001406,3293415,1001406,2005-05-10 06:18:00
6431,US,US,60008-Purchasing,2005-06-09 07:06:25,1001406,3293415,1001406,2005-05-10 06:20:02
6432,US,US,36200-Estates Department,2005-06-09 07:02:38,1001406,3293415,1001406,2005-05-10 06:21:57
6433,US,US,35100-Corporate Finance,2005-06-09 07:01:01,1001406,3293415,1001406,2005-05-10 06:24:35
6434,US,US,31400-Local IT,2005-06-09 07:00:01,1001406,3293415,1001406,2005-05-10 06:26:33
6442,US,US,99999-Executive,2005-06-09 07:08:03,1001406,3293415,1001406,2005-05-10 07:01:23
5947,US,US,Distribution 1,2005-01-21 08:00:27,2189,3053287,2189,2005-01-21 08:00:27
5948,US,US,Distribution 2,2005-01-21 08:05:09,2189,3053287,2189,2005-01-21 08:05:09
6202,US,US,San Francisco Maintenance Center US,2005-04-08 14:27:19,1007262,3147266,1007262,2005-03-30 02:34:22
6203,US,US,DFW Maintenance Center US,2005-04-08 14:28:07,1007262,3147266,1007262,2005-03-30 02:41:53
6342,US,US,Vision Mexico,2005-04-21 14:08:41,1009968,3171412,1009968,2005-04-21 14:08:41
6343,US,US,Vision Mexico Central,2005-04-21 14:21:13,1009968,3171412,1009968,2005-04-21 14:21:13
6344,US,US,Vision Mexico North,2005-04-21 14:26:49,1009968,3171412,1009968,2005-04-21 14:26:49
6345,US,US,Vision Mexico South,2005-04-21 14:30:20,1009968,3171412,1009968,2005-04-21 14:30:20
5824,US,US,AD4 - Vision A&D Sub Assy Plant 2,2005-05-06 04:53:25,1007262,3209521,1007262,2004-11-09 04:07:43
5825,US,US,AM1 - Vision A&D Maintenance Base1 US,2005-05-06 04:56:17,1007262,3209521,1007262,2004-11-09 05:17:27
5826,US,US,AM2 - Vision A&D Maintenance Base2 US,2005-05-06 04:57:43,1007262,3209521,1007262,2004-11-09 06:06:02
6161,US,US,PFA,2005-10-12 10:22:20,1009631,3496089,1009631,2005-03-03 07:55:31
6262,US,US,PD2-Kansas City,2005-04-19 12:00:02,2936,3167164,2936,2005-04-06 14:44:17
5924,US,US,Helsinki Office,2005-01-17 03:32:32,1009518,3047391,1009518,2005-01-17 03:32:32
5925,US,US,Vaasa Office,2005-01-17 03:34:58,1009518,3047391,1009518,2005-01-17 03:34:58
5926,US,US,Oulu Office,2005-01-17 03:35:36,1009518,3047391,1009518,2005-01-17 03:35:36
5927,US,US,Joensuu Office,2005-01-17 07:08:32,1009518,3047474,1009518,2005-01-17 03:36:17
6826,US,US,Vision India Factory,2007-08-16 02:01:16,1010651,4861419,1010651,2005-06-22 09:34:15
6827,US,US,Vision India Contractors,2005-06-22 09:34:16,1010651,3341183,1010651,2005-06-22 09:34:16
6828,US,US,Vision India,2005-10-11 02:22:20,1011080,3493237,1010651,2005-06-22 09:34:17
6829,US,US,Vision India PF Trust,2005-06-22 09:34:17,1010651,3341183,1010651,2005-06-22 09:34:17
6830,US,US,Vision India Professional Tax Office,2005-06-22 09:34:17,1010651,3341183,1010651,2005-06-22 09:34:17
6831,US,US,Vision India ESI Office,2005-06-22 09:34:17,1010651,3341183,1010651,2005-06-22 09:34:17
6832,US,US,Vision India IT,2005-06-22 09:34:17,1010651,3341183,1010651,2005-06-22 09:34:17
6833,US,US,Vision India Sales,2007-08-16 02:00:02,1010651,4861419,1010651,2005-06-22 09:34:17
6834,US,US,Vision India HR,2007-08-16 02:00:38,1010651,4861419,1010651,2005-06-22 09:34:17
6144,US,US,Northlake Homegoods,2005-05-26 08:01:03,1384,3250411,1384,2005-02-23 16:34:20
6145,US,US,Northlake Electronics,2005-05-26 07:58:21,1384,3250411,1384,2005-02-23 16:37:47
6146,US,US,Northlake Video,2005-05-26 08:01:13,1384,3250411,1384,2005-02-23 16:38:26
6147,US,US,Southshore Lawn and Garden,2005-05-26 08:02:43,1384,3250411,1384,2005-02-23 16:39:24
6148,US,US,Southshore Electronics,2005-05-26 08:02:31,1384,3250411,1384,2005-02-23 16:39:55
6149,US,US,Southshore Hardware,2005-05-26 08:02:36,1384,3250411,1384,2005-02-23 16:41:30
6222,US,US,JFK Maintenance Center US,2005-04-08 14:28:20,1007262,3147266,1007262,2005-03-30 10:49:36
6362,US,US,Vision Kuwait,2005-05-19 09:04:30,1010173,3234330,1008628,2005-05-04 03:36:21
6706,US,US,01-VU Placeholder,2005-06-01 07:17:15,1005039,3260808,1005039,2005-06-01 07:17:15
6729,US,US,Finance,2005-06-01 08:19:46,-1,-1,-1,2005-06-01 08:19:46
6730,US,US,Accounts,2005-06-01 08:19:46,-1,-1,-1,2005-06-01 08:19:46
6731,US,US,Accounting,2005-06-01 08:19:46,-1,-1,-1,2005-06-01 08:19:46
6732,US,US,Accounts Receivable,2005-06-01 08:19:46,-1,-1,-1,2005-06-01 08:19:46
6733,US,US,Accounts Payable,2005-06-01 08:19:46,-1,-1,-1,2005-06-01 08:19:46
6734,US,US,Payroll,2005-06-01 08:19:46,-1,-1,-1,2005-06-01 08:19:46
6735,US,US,Purchasing,2005-06-01 08:19:46,-1,-1,-1,2005-06-01 08:19:46
6736,US,US,Human Resources,2005-06-01 08:19:46,-1,-1,-1,2005-06-01 08:19:46
6737,US,US,Personnel,2005-06-01 08:19:47,-1,-1,-1,2005-06-01 08:19:47
6738,US,US,Recruitment,2005-06-01 08:19:47,-1,-1,-1,2005-06-01 08:19:47
6739,US,US,Training,2005-06-01 08:19:47,-1,-1,-1,2005-06-01 08:19:47
6740,US,US,Compensation and Benefits,2005-06-01 08:19:47,-1,-1,-1,2005-06-01 08:19:47
6741,US,US,Information Technology,2005-06-01 08:19:47,-1,-1,-1,2005-06-01 08:19:47
6742,US,US,IT Operations,2005-06-01 08:19:47,-1,-1,-1,2005-06-01 08:19:47
6743,US,US,IT Development,2005-06-01 08:19:47,-1,-1,-1,2005-06-01 08:19:47
6744,US,US,Sales,2005-06-01 08:19:47,-1,-1,-1,2005-06-01 08:19:47
6745,US,US,Sales North,2005-06-01 09:44:16,1010255,3261093,-1,2005-06-01 08:19:47
6746,US,US,Sales South,2005-06-01 09:44:32,1010255,3261093,-1,2005-06-01 08:19:48
6747,US,US,Sales East,2005-06-01 08:19:48,-1,-1,-1,2005-06-01 08:19:48
6748,US,US,Sales West,2005-06-01 08:19:48,-1,-1,-1,2005-06-01 08:19:48
6749,US,US,Marketing,2005-06-01 08:19:48,-1,-1,-1,2005-06-01 08:19:48
6750,US,US,Sales Support,2005-06-01 08:19:48,-1,-1,-1,2005-06-01 08:19:48
5886,US,US,Finance,2005-01-13 06:47:22,-1,-1,-1,2005-01-13 06:47:22
5887,US,US,Accounts,2005-01-13 06:47:22,-1,-1,-1,2005-01-13 06:47:22
5888,US,US,Accounting,2005-01-13 06:47:22,-1,-1,-1,2005-01-13 06:47:22
5889,US,US,Accounts Receivable,2005-01-13 06:47:22,-1,-1,-1,2005-01-13 06:47:22
5890,US,US,Accounts Payable,2005-01-13 06:47:22,-1,-1,-1,2005-01-13 06:47:22
5891,US,US,Payroll,2005-01-13 06:47:22,-1,-1,-1,2005-01-13 06:47:22
5892,US,US,Purchasing,2005-01-13 06:47:22,-1,-1,-1,2005-01-13 06:47:22
5893,US,US,Human Resources,2005-01-13 06:47:22,-1,-1,-1,2005-01-13 06:47:22
5894,US,US,Personnel,2005-01-13 06:47:22,-1,-1,-1,2005-01-13 06:47:22
5895,US,US,Recruitment,2005-01-13 06:47:22,-1,-1,-1,2005-01-13 06:47:22
5896,US,US,Training,2005-01-13 06:47:22,-1,-1,-1,2005-01-13 06:47:22
5897,US,US,Compensation and Benefits,2005-01-13 06:47:22,-1,-1,-1,2005-01-13 06:47:22
5898,US,US,Information Technology,2005-01-13 06:47:22,-1,-1,-1,2005-01-13 06:47:22
3015,US,US,Australian Airports,2002-05-23 17:37:01,1001365,1544934,1001365,2002-05-23 17:37:01
3016,US,US,Perth Airport,2002-05-23 17:37:58,1001365,1544934,1001365,2002-05-23 17:37:58
3017,US,US,Sydney Airport,2002-05-23 17:38:35,1001365,1544934,1001365,2002-05-23 17:38:35
3018,US,US,Melbourne Airport,2002-05-23 17:39:46,1001365,1544934,1001365,2002-05-23 17:39:46
3019,US,US,Brisbane Airport,2002-05-23 17:41:38,1001365,1544934,1001365,2002-05-23 17:40:23
3020,US,US,Domestic,2002-05-23 17:42:37,1001365,1544934,1001365,2002-05-23 17:42:11
3021,US,US,International,2002-05-23 17:43:10,1001365,1544934,1001365,2002-05-23 17:43:10
3022,US,US,West Aust Regional Airports,2002-05-23 17:43:49,1001365,1544934,1001365,2002-05-23 17:43:49
3023,US,US,Kalgoorlie Airport,2002-05-23 17:45:06,1001365,1544934,1001365,2002-05-23 17:45:06
3024,US,US,Airways Holidays,2002-08-07 23:45:01,1001365,1765301,1001365,2002-05-23 17:54:50
3025,US,US,Airways Customer Sales,2002-05-23 17:55:39,1001365,1544934,1001365,2002-05-23 17:55:39
3026,US,US,Airways Holiday Sales,2002-05-23 17:56:23,1001365,1544934,1001365,2002-05-23 17:56:23
3027,US,US,Airways IT,2002-08-07 23:45:11,1001365,1765301,1001365,2002-05-23 17:57:48
3159,US,US,Seattle Maintenance,2003-06-25 18:24:06,1384,2198746,1068,2002-09-24 14:54:41
3244,US,US,TWU - Transport Workers of America,2002-10-30 14:30:26,1384,1854438,1384,2002-10-30 14:30:26
3245,US,US,Evergreen Hospital,2002-10-30 15:34:08,1384,1854438,1384,2002-10-30 15:34:08
3246,US,US,Bell South Clinic,2002-10-30 15:34:36,1384,1854438,1384,2002-10-30 15:34:36
3247,US,US,Bellevue Health Facility,2002-10-30 15:35:18,1384,1854438,1384,2002-10-30 15:35:18
3248,US,US,UNUM,2007-08-01 14:57:34,1318,4836685,1384,2002-10-30 15:43:22
3251,US,US,Prudential Co.,2002-10-30 15:44:16,1384,1854438,1384,2002-10-30 15:44:16
3252,US,US,Cigna,2002-10-30 15:44:52,1384,1854438,1384,2002-10-30 15:44:52
3253,US,US,Travellers,2002-10-30 15:45:53,1384,1854438,1384,2002-10-30 15:45:53
3314,US,US,Marketing,2002-11-07 16:21:01,1003775,1866123,1003775,2002-11-06 18:57:48
3315,US,US,Commercial Sales,2002-11-06 18:59:23,1003775,1864398,1003775,2002-11-06 18:59:23
3316,US,US,Support,2002-11-06 19:00:16,1003775,1864398,1003775,2002-11-06 19:00:16
3317,US,US,Manufacturing,2002-11-06 19:01:05,1003775,1864398,1003775,2002-11-06 19:01:05
3318,US,US,Finance,2002-11-06 19:01:48,1003775,1864398,1003775,2002-11-06 19:01:48
3319,US,US,Accounting,2002-11-06 19:02:34,1003775,1864398,1003775,2002-11-06 19:02:34
3320,US,US,Human Resources,2002-11-06 19:03:24,1003775,1864398,1003775,2002-11-06 19:03:24
3321,US,US,Legal,2002-11-06 19:04:10,1003775,1864398,1003775,2002-11-06 19:04:10
3329,US,US,AU Commercial Sales,2002-11-07 17:18:38,1001365,1866188,1001365,2002-11-07 17:18:38
3331,US,US,Haushalt,2002-11-10 01:57:58,1002280,1869168,1002280,2002-11-10 01:57:58
3332,US,US,01 Landtag,2003-03-14 03:27:16,1002280,2087320,1002280,2002-11-10 01:58:34
3333,US,US,02 Staatskanzlei,2002-11-11 00:52:17,1002280,1869465,1002280,2002-11-10 01:59:02
3334,US,US,03 Innenministerium,2002-11-11 00:51:54,1002280,1869465,1002280,2002-11-10 01:59:32
3335,US,US,04 Finanzministerium,2002-11-11 00:51:48,1002280,1869465,1002280,2002-11-10 02:00:00
3336,US,US,05 Ministerium für Frauen und Soziales,2002-12-12 00:11:38,-1,-1,1002280,2002-11-10 02:00:45
3337,US,US,06 Ministerium für Wissenschaft und Kultur,2002-12-12 00:11:38,-1,-1,1002280,2002-11-10 02:01:21
3338,US,US,07 Kultusministerium,2002-11-10 02:01:48,1002280,1869168,1002280,2002-11-10 02:01:48
3339,US,US,08 Ministerium für Wirtschaft und Verkehr,2002-12-12 00:11:38,-1,-1,1002280,2002-11-10 02:02:44
3340,US,US,0201 Staatskanzlei,2002-11-11 00:52:10,1002280,1869465,1002280,2002-11-10 02:03:35
3341,US,US,0206 Staatsarchiv,2002-11-11 00:52:01,1002280,1869465,1002280,2002-11-10 02:04:05
3342,US,US,0401 Finanzministerium,2002-11-11 00:51:40,1002280,1869465,1002280,2002-11-10 02:04:42
3343,US,US,0405 Oberfinanzdirektion,2002-11-10 02:05:19,1002280,1869168,1002280,2002-11-10 02:05:19
3344,US,US,0406 Finanzämter,2002-12-12 00:11:38,-1,-1,1002280,2002-11-10 02:05:50
3345,US,US,0407 Landesfinanzschule,2002-11-10 02:06:32,1002280,1869168,1002280,2002-11-10 02:06:32
3346,US,US,0420 Landesamt für Bezüge und Versorgung,2002-12-12 00:11:38,-1,-1,1002280,2002-11-10 02:07:08
3347,US,US,0701 Kultusministerium,2002-11-10 02:07:51,1002280,1869168,1002280,2002-11-10 02:07:51
3348,US,US,0705 Schulaufsicht,2002-11-10 02:08:20,1002280,1869168,1002280,2002-11-10 02:08:20
3349,US,US,0710 Grundschulen,2002-11-10 02:08:55,1002280,1869168,1002280,2002-11-10 02:08:55
3350,US,US,0711 Sonderschulen,2002-11-10 02:10:03,1002280,1869168,1002280,2002-11-10 02:09:24
3351,US,US,0712 Realschulen,2002-11-10 02:10:20,1002280,1869168,1002280,2002-11-10 02:10:20
3352,US,US,0714 Gymnasien,2002-11-10 02:10:48,1002280,1869168,1002280,2002-11-10 02:10:48
3353,US,US,0718 Gesamtschulen,2002-11-10 02:11:15,1002280,1869168,1002280,2002-11-10 02:11:15
3354,US,US,0720 Gesamtschulen,2002-11-10 02:11:54,1002280,1869168,1002280,2002-11-10 02:11:54
3431,US,US,Progress UK LG Store,2002-11-13 06:06:29,1001406,1877343,1001406,2002-11-13 06:06:29
3098,US,US,W2 - Newark,2002-08-29 15:18:38,1001920,1787478,1001920,2002-08-29 15:18:38
3158,US,US,PR1 Maintenance,2003-06-25 18:39:08,1384,2198746,2330,2002-09-24 12:48:13
3254,US,US,URSAFF Bordeaux,2004-12-13 06:28:44,-1,-1,2610,2002-10-31 08:23:24
3255,US,US,URSAFF Mulhouse,2004-12-13 06:28:44,-1,-1,2610,2002-10-31 08:25:34
3256,US,US,URSARFF Paris Montreuil,2004-12-13 06:28:44,-1,-1,2610,2002-10-31 08:30:40
3257,US,US,ASSEDIC Mulhouse,2004-12-13 06:28:44,-1,-1,2610,2002-10-31 08:35:08
3258,US,US,ASSEDIC Bordeaux,2004-12-13 06:28:44,-1,-1,2610,2002-10-31 08:40:53
3259,US,US,GARP,2004-12-13 06:28:44,-1,-1,2610,2002-10-31 08:41:41
3260,US,US,CIPC,2004-12-13 06:28:44,-1,-1,2610,2002-10-31 08:43:12
3261,US,US,CIPS,2004-12-13 06:28:44,-1,-1,2610,2002-10-31 08:44:57
3262,US,US,Société Vision France,2004-12-13 06:28:44,-1,-1,2610,2002-10-31 08:46:24
3263,US,US,Ets Vision Vélizy,2004-12-13 06:28:44,-1,-1,2610,2002-10-31 09:05:35
3264,US,US,Ets Vision Bordeaux,2004-12-13 06:28:44,-1,-1,2610,2002-10-31 09:34:07
3265,US,US,Ets Vision Mulhouse,2004-12-13 06:28:44,-1,-1,2610,2002-10-31 09:52:02
3471,US,US,AMP,2002-11-13 13:21:16,1003775,1879296,1003775,2002-11-13 13:21:16
3472,US,US,Jacques Martin,2002-11-13 13:23:10,1003775,1879296,1003775,2002-11-13 13:23:10
3491,US,US,Aircraft Engineering,2002-11-14 02:44:57,2611,1880404,2611,2002-11-14 02:44:57
3492,US,US,Aircraft Maintenance,2002-11-14 02:45:33,2611,1880404,2611,2002-11-14 02:45:33
3493,US,US,Airbus Maintenance,2002-11-14 02:46:09,2611,1880404,2611,2002-11-14 02:46:09
3494,US,US,Boeing Maintenance,2002-11-14 02:46:43,2611,1880404,2611,2002-11-14 02:46:43
3511,US,US,Progress UK HE Stores,2002-11-14 07:32:03,1001406,1880953,1001406,2002-11-14 07:31:11
3512,US,US,Progress UK HC Store,2002-11-15 02:11:01,1001406,1888617,1001406,2002-11-15 02:11:01
3513,US,US,Progress UK CG Store,2002-11-15 02:41:55,1001406,1888617,1001406,2002-11-15 02:41:55
3178,US,US,Amsterdam Manufacturing and Distribution Warehouse,2007-07-13 11:27:22,1614,4811011,1614,2002-10-02 22:00:00
3202,US,US,Directions Centrales,2002-10-23 05:52:19,1004072,1843788,1004072,2002-10-23 05:52:19
3203,US,US,Directions fonctionnelles,2002-10-23 05:53:37,1004072,1843788,1004072,2002-10-23 05:53:37
3205,US,US,Direction financière et administration générale,2002-12-12 00:11:38,-1,-1,1004072,2002-10-23 05:54:45
3222,US,US,Lease Remarketing,2002-10-23 16:04:04,1004358,1845211,1004358,2002-10-23 15:59:37
3274,US,US,Office of Finance & Administration,2002-11-04 08:03:12,1002948,1859699,1002948,2002-11-04 08:03:12
3275,US,US,Finance Office,2002-11-04 08:05:24,1002948,1859699,1002948,2002-11-04 08:05:24
3276,US,US,Human Resources,2002-11-04 08:07:19,1002948,1859699,1002948,2002-11-04 08:07:19
3277,US,US,Budget Office,2002-11-04 08:08:47,1002948,1859699,1002948,2002-11-04 08:08:47
3278,US,US,Employment & Classification Division,2002-11-04 08:09:44,1002948,1859699,1002948,2002-11-04 08:09:44
3279,US,US,Employee & Labor Relations Division,2002-11-04 08:10:32,1002948,1859699,1002948,2002-11-04 08:10:32
3280,US,US,Career Development Division,2002-11-04 08:11:16,1002948,1859699,1002948,2002-11-04 08:11:16
3330,US,US,APAC Commercial Sales,2002-11-07 17:49:15,1001365,1866219,1001365,2002-11-07 17:49:15
3391,US,US,DBI Sales,2003-02-24 08:05:42,2611,2031268,2611,2002-11-11 07:54:47
3411,US,US,City Infrastructure,2002-11-11 13:56:08,1001365,1871740,1001365,2002-11-11 13:56:08
3412,US,US,City Corporate Services,2002-11-11 13:57:06,1001365,1871740,1001365,2002-11-11 13:57:06
3413,US,US,Community Services,2002-11-11 15:33:16,1001365,1872040,1001365,2002-11-11 13:57:37
3414,US,US,City Projects,2002-11-11 13:58:04,1001365,1871740,1001365,2002-11-11 13:58:04
3415,US,US,Capital Works,2002-11-11 13:58:42,1001365,1871740,1001365,2002-11-11 13:58:42
3416,US,US,Waste Management,2002-11-11 13:59:12,1001365,1871740,1001365,2002-11-11 13:59:12
3417,US,US,Traffic,2002-11-11 13:59:49,1001365,1871740,1001365,2002-11-11 13:59:49
3418,US,US,City Design,2002-11-11 14:00:30,1001365,1871740,1001365,2002-11-11 14:00:30
3419,US,US,City Community Services,2002-11-11 15:34:39,1001365,1872040,1001365,2002-11-11 15:33:51
3200,US,US,Vision Leasing,2004-12-13 06:28:52,-1,-1,1318,2002-10-15 11:05:49
3201,US,US,Bridgeville,2005-01-27 13:46:56,2936,3059946,1068,2002-10-17 09:02:39
3223,US,US,San Francisco Aviation Maintenance Center,2002-11-12 16:45:16,1614,1875388,1614,2002-10-25 13:38:55
3224,US,US,Direction du Conseil,2004-12-13 06:28:44,-1,-1,2610,2002-10-30 05:18:46
7831,US,US,2546RT France OU,2008-09-26 02:38:00,1322,5465330,1322,2008-09-26 02:27:18
7851,US,US,sky business group india,2016-02-06 14:12:11,1318,5826981,1318,2016-02-06 14:07:40
7852,US,US,sky_business_usa,2016-02-06 14:30:08,1318,5826981,1318,2016-02-06 14:29:49
7853,US,US,sky_business_uk,2016-02-06 14:34:40,1318,5826981,1318,2016-02-06 14:34:30
7931,US,US,GJ APPS UNLIMITED INDIA,2021-06-09 01:02:42,1013679,6188608,1013679,2021-06-08 08:58:24
7975,US,US,GAN GERMANY INVENTORY ORG,2021-06-17 10:03:07,1013679,6192681,1013679,2021-06-17 10:03:07
7992,US,US,GAN US Inventory organisation,2021-06-18 08:17:57,1013679,6193066,1013679,2021-06-18 08:17:57
7993,US,US,GAN INDIA INVENTORY ORG,2021-06-23 09:52:22,1013679,6195683,1013679,2021-06-18 11:47:43
7994,US,US,GAN US INVENTORY ORG,2021-06-18 11:57:42,1013679,6193066,1013679,2021-06-18 11:57:42
7995,US,US,GAN NY INVENTORY ORG,2021-06-18 12:27:57,1013679,6193066,1013679,2021-06-18 12:27:57
8000,US,US,PP GERMANY INVENTORY ORGANISATION,2021-06-19 03:04:35,1013681,6193487,1013681,2021-06-19 03:04:35
8001,US,US,PP INDIA INVENTORY ORGANISATION,2021-06-19 03:31:30,1013681,6193487,1013681,2021-06-19 03:31:30
8002,US,US,PP USA INVENTORY ORGANISATION,2021-06-19 03:39:24,1013681,6193487,1013681,2021-06-19 03:39:24
8040,US,US,test_department_2195,2021-11-08 03:50:04,0,6263081,0,2021-11-08 03:50:04
8041,US,US,Test_Dept_2217,2021-11-08 03:50:46,0,6263058,0,2021-11-08 03:50:46
7500,US,US,SSC US 421 Sales East,2007-11-07 05:04:42,1011771,4958067,1011771,2007-11-07 05:04:42
7501,US,US,SSC US 422 Sales North,2007-11-07 05:05:17,1011771,4958067,1011771,2007-11-07 05:05:17
7502,US,US,SSC US 423 Sales Mid Atlantic,2007-11-07 05:06:08,1011771,4958067,1011771,2007-11-07 05:06:08
7503,US,US,SSC US 425 Sales South,2007-11-07 05:06:47,1011771,4958067,1011771,2007-11-07 05:06:47
7504,US,US,SSC US 430 Sales Consulting,2007-11-07 05:07:23,1011771,4958067,1011771,2007-11-07 05:07:23
7505,US,US,SSC US 460 Sales Government,2007-11-07 05:08:35,1011771,4958067,1011771,2007-11-07 05:08:00
7506,US,US,SSC US 470 Education,2007-11-07 05:08:55,1011771,4958067,1011771,2007-11-07 05:08:55
7507,US,US,SSC US 480 Sales Service Contracts,2007-11-07 05:09:37,1011771,4958067,1011771,2007-11-07 05:09:33
7508,US,US,SSC US 490 Marketing,2007-11-07 05:10:05,1011771,4958067,1011771,2007-11-07 05:10:05
7509,US,US,SSC US 511 INV 001 - 001,2007-11-07 05:10:50,1011771,4958067,1011771,2007-11-07 05:10:50
